Year,Constituency_No,Position,Candidate,Party,Votes,Constituency_Name,Vote_Share_Percentage,Margin_Percentage,rural_per
2012,129,2,MACHHAR DITABHAI BHIMABHAI,INC,51564,FATEPURA,42.63,33.08,97.78937308
2012,129,3,CHARPOT CHUNILAL PUNJABHAI,GPP,11559,FATEPURA,9.56,0,97.78937308
2012,130,1,GARASIYA MITESHBHAI KALABHAI,INC,78077,JHALOD,59.02,30.29,92.33051425
2012,130,2,VAGHELA BHAVSINGBHAI DITABHAI,BJP,38004,JHALOD,28.73,23.15,92.33051425
2012,130,3,SANGADA INDUBEN NATHUBHAI,IND,7371,JHALOD,5.57,2.62,92.33051425
2012,130,4,DAMOR CHETANBHAI RAMSUBHAI,BSP,3904,JHALOD,2.95,0.64,92.33051425
2012,130,5,PARMAR TIKUBHAI CHIMANBHAI,GPP,3063,JHALOD,2.32,0.89,92.33051425
2012,130,6,PANDOR BHIMABHAI JALABHAI,LJP,1879,JHALOD,1.42,0,92.33051425
2012,131,1,BHABHOR JASWANTSINH SUMANBHAI,BJP,67219,LIMKHEDA,50.14,11.44,98.71877337
2012,131,2,BARIA PUNABHAI JESINGHBHAI,INC,51888,LIMKHEDA,38.7,34.89,98.71877337
2012,131,3,AMALIYAR AJAYKUMAR SABURBHAI,BSP,5119,LIMKHEDA,3.82,0.18,98.71877337
2012,131,4,DAMOR VESTABHAI JOKHANABHAI,IND,4874,LIMKHEDA,3.64,1.23,98.71877337
2012,131,5,NISARTA SANJAYKUMAR PARVATSINH,JD(U),3225,LIMKHEDA,2.41,1.11,98.71877337
2012,131,6,PASAYA RAJUBHAI NAGARSINH,GPP,1740,LIMKHEDA,1.3,0,98.71877337
2012,132,1,PANADA VAJESINGBHAI PARSINGBHAI,INC,73956,DAHOD,55.21,29.52,62.54036506
2012,132,2,PALAS NAGARSINH KASNABHAI,BJP,34408,DAHOD,25.69,14.43,62.54036506
2012,132,3,DAMOR KARANSINH ALIAS PARVATBHAI SOMJIBHAI,IND,15080,DAHOD,11.26,7.15,62.54036506
2012,132,4,BHABHOR BABUBHAI MALABHAI,IND,5496,DAHOD,4.1,2.42,62.54036506
2012,132,5,PARMAR HEMANTKUMAR CHUNILAL,BSP,2252,DAHOD,1.68,0.63,62.54036506
2012,132,6,DEVDHA SAMSUBHAI KHATRABHAI,IND,1406,DAHOD,1.05,0.04,62.54036506
2012,132,7,PARMAR CHIMANBHAI NARIYABHAI,GPP,1355,DAHOD,1.01,0,62.54036506
2012,133,1,BARIYA CHANDRIKABEN CHHAGANBHAI,INC,69295,GARBADA,57.54,29.7,100
2012,133,2,RATHOD MOHINDRABEN AJITSINH,BJP,33521,GARBADA,27.83,21.05,100
2012,133,3,MEDA JAGDISHBHAI MANILAL,BNJD,8166,GARBADA,6.78,3.47,100
2012,133,4,BHABHOR DHULABHAI DITABHAI,BSP,3987,GARBADA,3.31,0.86,100
2012,133,5,PARMAR GOPALBHAI KALUBHAI,GPP,2947,GARBADA,2.45,0.35,100
2012,133,6,BHURA NAVALABHAI MANABHAI,IJP,2520,GARBADA,2.09,0,100
2012,134,1,KHABAD BACHUBHAI MAGANBHAI,BJP,113582,DEVGADH BARIA,70.69,52.13,93.59
2012,134,2,CHAUHAN BHUPENDRASINH CHIMANSINH,NCP,29829,DEVGADH BARIA,18.57,14.32,93.59
2012,134,3,PARESHKUMAR BHIMSING PATEL,IND,6825,DEVGADH BARIA,4.25,0.24,93.59
2012,134,4,MISTRY NITINKUMAR ARJUNDAS,IND,6447,DEVGADH BARIA,4.01,3,93.59
2012,134,5,RATHVA JUVANSINH KALUBHAI,GPP,1625,DEVGADH BARIA,1.01,0.01,93.59
2012,134,6,RAJENDRAKUMAR BHAVARLAL YADAV,BSP,1602,DEVGADH BARIA,1,0.53,93.59
2012,134,7,DALAL AKBAR SAIFUDDIN,JD(U),755,DEVGADH BARIA,0.47,0,93.59
2012,135,1,INAMDAR KETANBHAI MAHENDRABHAI,IND,62849,SAVLI,43.11,13.94,93.33051631
2012,135,2,KHUMANSINH RAYSINH CHAUHAN,INC,42530,SAVLI,29.18,11.62,93.33051631
2012,135,3,UPENDRASINHJI PRATAPSINHJI GOHIL (BAPU),BJP,25597,SAVLI,17.56,11.66,93.33051631
2012,135,4,PATANVADIYA ARVINDBHAI RAVJIBHAI,IND,8599,SAVLI,5.9,4.51,93.33051631
2012,135,5,KAMLESHBHAI SHIVLALBHAI PATEL,IND,2019,SAVLI,1.39,0.51,93.33051631
2012,135,6,PARMAR BALVANTBHAI RAYJIBHAI,BSP,1277,SAVLI,0.88,0.15,93.33051631
2012,135,7,ARPANKUMAR BHASKARBHAI PATEL,IND,1053,SAVLI,0.72,0.29,93.33051631
2012,135,8,JADAV TRIBHOVANBHAI SOMABHAI,IJP,629,SAVLI,0.43,0.1,93.33051631
2012,135,9,SAIYAD VARISALI KASAMALI,SP,480,SAVLI,0.33,0.06,93.33051631
2012,135,10,CHAUHAN BHAILALBHAI RANCHHODBHAI,GPP,391,SAVLI,0.27,0.03,93.33051631
2012,135,11,PARMAR PARESHBHAI ISHWARBHAI,JD(U),348,SAVLI,0.24,0,93.33051631
2012,136,1,SHRIVASTAV MADHUBHAI BABUBHAI,BJP,65851,VAGHODIA,42.55,3.74,73.29368388
2012,136,2,DR. PATEL JAYESHBAHI KHEMABHAI,INC,60063,VAGHODIA,38.81,25.33,73.29368388
2012,136,3,ROHITBHAI (I.E. GHANSHYAMBHAI) AMBALAL PATEL,IND,20861,VAGHODIA,13.48,11.18,73.29368388
2012,136,4,GOHIL MANGALBHAI SHANKARBHAI,GPP,3558,VAGHODIA,2.3,0.89,73.29368388
2012,136,5,THAKOR PRAVINBHAI DESAIBHAI,IND,2174,VAGHODIA,1.4,0.32,73.29368388
2012,136,6,CHAUHAN CHANDRASINH JASVANTSINH,IND,1681,VAGHODIA,1.09,0.73,73.29368388
2012,136,7,MAKAVANA RAJENDRABHAI RAVJIBHAI,NBN,558,VAGHODIA,0.36,0,73.29368388
2012,137,1,RATHWA MOHANSINH CHHOTUBHAI,INC,65043,CHHOTA UDAIPUR,44.01,1.56,90.59105436
2012,137,2,GULSINGHBHAI RANGALABHAI RATHVA,BJP,62738,CHHOTA UDAIPUR,42.45,36.69,90.59105436
2012,137,3,RATHWA RAMESHBHAI GOPABHAI,IND,8511,CHHOTA UDAIPUR,5.76,3.03,90.59105436
2012,137,4,SOMABHAI DALIYABHAI NAYKA,BSP,4034,CHHOTA UDAIPUR,2.73,0.09,90.59105436
2012,137,5,RATHVA SHANKARBHAI VICHHIYABHAI,GPP,3906,CHHOTA UDAIPUR,2.64,0.24,90.59105436
2012,137,6,RATHWA ARJUNBHAI VERSINGBHAI,JD(U),3555,CHHOTA UDAIPUR,2.41,0,90.59105436
2012,138,1,RATHAVA JAYANTIBHAI SAVAJIBHAI,BJP,61966,JETPUR,39.44,2.72,97.31239063
2012,138,2,RATHAVA SUKHRAMBHAI HARIYABHAI,INC,57693,JETPUR,36.72,22.58,97.31239063
2012,138,3,RATHAVA VAJESINGBHAI LACHCHHUBHAI,IND,22222,JETPUR,14.15,11.59,97.31239063
2012,138,4,RATHAVA NAMALABHAI GURAJIBHAI,JD(U),4012,JETPUR,2.55,0.44,97.31239063
2012,138,5,NAYAKA ISHWARBHAI MADIYABHAI,LJP,3327,JETPUR,2.12,0.15,97.31239063
2012,138,6,RATHAVA MAGANBHAI CHATHIYABHAI,BSP,3091,JETPUR,1.97,0.04,97.31239063
2012,138,7,RATHAVA MAHESHBHAI MATHURBHAI,IND,3023,JETPUR,1.92,0.8,97.31239063
2012,138,8,RATHAVA AMITKUMAR MAJALABHAI,GPP,1765,JETPUR,1.12,0,97.31239063
2012,139,1,BHIL DHIRUBHAI CHUNILAL,INC,80579,SANKHEDA,46.55,0.84,91.87063594
2012,139,2,TADVI ABHESINH MOTIBHAI,BJP,79127,SANKHEDA,45.71,41.74,91.87063594
2012,139,3,TADVI RANJANBHAI KANCHANBHAI,IND,6869,SANKHEDA,3.97,2,91.87063594
2012,139,4,BACHUBHAI KOCHARABHAI RATHVA,BSP,3403,SANKHEDA,1.97,0.15,91.87063594
2012,139,5,BHIL SOMABHAI GOKALBHAI,GPP,3141,SANKHEDA,1.81,0,91.87063594
2012,140,1,BALKRISHNABHAI NARANBHAI PATEL,BJP,70833,DABHOI,49.22,3.56,78.41644798
2012,140,2,SIDDHARTH CHIMANBHAI PATEL,INC,65711,DABHOI,45.66,43.53,78.41644798
2012,140,3,BHATT KISHORKUMAR RAMESHCHANDRA,IND,3059,DABHOI,2.13,1.29,78.41644798
2012,140,4,VASADIYA INDRASINH MADHAVSINH,JD(U),1206,DABHOI,0.84,0.02,78.41644798
2012,140,5,PIYUSHBHAI BHAILALBHAI PATEL,IND,1181,DABHOI,0.82,0.07,78.41644798
2012,140,6,PUROHIT VINAYKUMAR RAMANBHAI (ADVOCATE),IND,1076,DABHOI,0.75,0.16,78.41644798
2012,140,7,PATANWADIYA KISHORBHAI NAGJIBHAI,IND,846,DABHOI,0.59,0,78.41644798
2012,141,1,VAKIL MANISHA RAJIVBHAI,BJP,103700,VADODARA CITY,64.04,32.04,0
2012,141,2,SOLANKI JAYSHREEBEN ASHWINBHAI,INC,51811,VADODARA CITY,31.99,30.84,0
2012,141,3,ROHIT MANJULABEN MADHUSUDAN,BSP,1863,VADODARA CITY,1.15,0.12,0
2012,141,4,ROHIT AMRUTBHAI REVABHAI,IND,1671,VADODARA CITY,1.03,0.19,0
2012,141,5,PARMAR BHANUBHAI PARSOTTAMBHAI,GPP,1367,VADODARA CITY,0.84,0.25,0
2012,141,6,DAVE VISHNUKUMAR JASHBHAI,SP,960,VADODARA CITY,0.59,0.24,0
2012,141,7,PARMAR MAHESH MANSUKHBHAI,IND,569,VADODARA CITY,0.35,0,0
2012,142,1,SUKHADIYA JITENDRA RATILAL SUKHADIYA,BJP,107358,SAYAJIGANJ,66.43,36.03,0
2012,142,2,JOSHI KIRITBHAI SHANTILAL,INC,49121,SAYAJIGANJ,30.39,29.46,0
2012,142,3,SHINGOTE PRAVINBHAI NARESH,IND,1515,SAYAJIGANJ,0.94,0.32,0
2012,142,4,PATHAN SABINA IRFAN KHAN,SP,1001,SAYAJIGANJ,0.62,0.01,0
2012,142,5,SOLANKI RAMANBHAI AMBALAL,GPP,977,SAYAJIGANJ,0.6,0.27,0
2012,142,6,RATHOD SANATANBHAI BABARBHAI,BSP,542,SAYAJIGANJ,0.34,0.11,0
2012,142,7,CHAUHAN KAMLESHKUMAR CHHAGANBHAI,IND,357,SAYAJIGANJ,0.22,0.03,0
2012,142,8,JAGDISHSINH GAMBHIRSINH CHAUHAN (BHURIO),IND,316,SAYAJIGANJ,0.2,0.02,0
2012,142,9,MEMAN SATTARBHAI JASUBHAI,MaJP,278,SAYAJIGANJ,0.17,0.08,0
2012,142,10,DEVENDRASING RAMKISHOR KOKANDE,RSPS,151,SAYAJIGANJ,0.09,0,0
2012,143,1,SAURABH PATEL,BJP,95554,AKOTA,64.65,33.74,0
2012,143,2,LALITBHAI THAKORBHAI PATEL,INC,45687,AKOTA,30.91,29.57,0
2012,143,3,PRAJAPATI ARESHKUMAR RAMESHCHANDRA,GPP,1985,AKOTA,1.34,0.29,0
2012,143,4,SINDHI MAHEBUBKHAN YUSUFBHAI,IND,1559,AKOTA,1.05,0.6,0
2012,143,5,PARMAR KISHORKUMAR SOMABHAI,BSP,673,AKOTA,0.46,0.05,0
2012,143,6,TRIVEDI NILESH PADHUMAN,SP,605,AKOTA,0.41,0.06,0
2012,143,7,BHARTI PARMAR,SUCI,520,AKOTA,0.35,0.01,0
2012,143,8,BACHUBHAI MANUBHAI DABHI (SAMPAT),IND,509,AKOTA,0.34,0.1,0
2012,143,9,SHASTRI RUSHIKANT KISHORKUMAR,IND,361,AKOTA,0.24,0.01,0
2012,143,10,AADAMBHAI ABDULBHAI PATEL,IND,349,AKOTA,0.24,0,0
2012,144,1,RAJENDRA TRIVEDI (RAJUBHAI VAKIL),BJP,99263,RAOPURA,61.14,25.58,0
2012,144,2,JAYESH THAKKAR,INC,57728,RAOPURA,35.56,34.47,0
2012,144,3,KALIDASBHAI MOTIBHAI ALIAS NEPOLIYAN PATEL,IND,1765,RAOPURA,1.09,0.48,0
2012,144,4,SONI SHANTILAL DWARKADAS,GPP,982,RAOPURA,0.6,0.11,0
2012,144,5,CHAUHAN VARISALI RAHIMBHAI,LJP,805,RAOPURA,0.5,0.02,0
2012,144,6,MOTAVAR GAUTAMKUMAR BHAILALBHAI,BSP,775,RAOPURA,0.48,0.14,0
2012,144,7,JOSHI HITESHKUMAR SUDHAKARBHAI,IND,542,RAOPURA,0.33,0.03,0
2012,144,8,KIRTIBEN HARISHKUMAR YADAV,SP,488,RAOPURA,0.3,0,0
2012,145,1,YOGESH PATEL,BJP,92642,MANJALPUR,67.39,37.67,0
2012,145,2,GANDHI CHINNAM SATYAM (CHINNNAM GANDHI),INC,40857,MANJALPUR,29.72,28.73,0
2012,145,3,PAL SAROJBEN RAJESH (SAROJBEN),IND,1360,MANJALPUR,0.99,0.44,0
2012,145,4,MUKESH AMBALAL RATHOD (DHAMMAVINAY),BSP,749,MANJALPUR,0.54,0.11,0
2012,145,5,SAHANI RAMSEVAK HARIBANSH,SP,599,MANJALPUR,0.44,0.04,0
2012,145,6,PARDESHI ASHISHSINH DILIPSINH (ASHISHSINH PARDESHI),IND,542,MANJALPUR,0.39,0.03,0
2012,145,7,KARKAR HASUMATIBEN VINOD (HASUMATIBEN VINODBHAI KARKAR (PATEL),GPP,505,MANJALPUR,0.37,0.21,0
2012,145,8,MISTRY MEENABEN KHUSHALBHAI (MEENABEN KHUSHALBHAI MISTRY),MaJP,219,MANJALPUR,0.16,0,0
2012,146,1,DINESHBHAI BALUBHAI PATEL (DINUMAMA),BJP,75227,PADRA,47.98,2.75,83.32553095
2012,146,2,THAKOR JASHPALSINH MAHENDRASINH (PADHIYAR),INC,70919,PADRA,45.24,42.43,83.32553095
2012,146,3,RABARI ABHESINGBHAI ISHWARBHAI,IND,4406,PADRA,2.81,1.87,83.32553095
2012,146,4,KAMLESHKUMAR HARMANBHAI PATEL (DANCER),GPP,1474,PADRA,0.94,0.1,83.32553095
2012,146,5,PARMAR JAYESHBHAI AMBALAL,BSP,1314,PADRA,0.84,0.2,83.32553095
2012,146,6,PARMAR RAJESHBHAI RANACHHODBHAI,IND,1004,PADRA,0.64,0.04,83.32553095
2012,146,7,KACHIYA PATEL VAISHALIBEN RADHEKRISHNA,IND,941,PADRA,0.6,0,83.32553095
2012,146,8,PARMAR HARMANBHAI FULABHAI,IND,935,PADRA,0.6,0.24,83.32553095
2012,146,9,PARMAR JASHBHAI CHHITABHAI,IND,556,PADRA,0.35,0,83.32553095
2012,147,1,SATISHBHAI MOTIBHAI PATEL,BJP,68225,KARANJ,48.26,2.47,87.96946541
2012,147,2,AKSHAYKUMAR ISHWARBHAI PATEL,INC,64736,KARANJ,45.79,43.12,87.96946541
2012,147,3,RATHOD RAMABHAI MANGALBHAI,IND,3780,KARANJ,2.67,1.45,87.96946541
2012,147,4,MAKWANA MUKESHBHAI SHANABHAI,IND,1729,KARANJ,1.22,0.67,87.96946541
2012,147,5,VANKAR KANUBHAI FOGATBHAI,BSP,784,KARANJ,0.55,0.1,87.96946541
2012,147,6,ATALIYA AJAYSINH DILIPSINH,GPP,637,KARANJ,0.45,0.12,87.96946541
2012,147,7,POTHIYA SABIRBHAI,IND,466,KARANJ,0.33,0.13,87.96946541
2012,147,8,PADHIYAR JITENDRASINH ISHWARSINH,IND,283,KARANJ,0.2,0.02,87.96946541
2012,147,9,PARMAR MAHENDRASINH CHANDRASINH,IND,261,KARANJ,0.18,0.02,87.96946541
2012,147,10,SAIYAD NAJERABANU MOBINALI,SP,238,KARANJ,0.17,0,87.96946541
2012,147,11,VASAVA LAXMANBHAI BABARBHAI,JD(U),232,KARANJ,0.16,0,87.96946541
2012,148,1,TADVI SHABDASHARAN BHAILALBHAI,BJP,79580,NANDOD,50.18,9.92,86.27581546
2012,148,2,VASAVA HARESHBHAI JAYANTIBHAI,INC,63853,NANDOD,40.26,37.94,86.27581546
2012,148,3,VASAVA SURESHBHAI MADHUBHAI,IND,3682,NANDOD,2.32,0.22,86.27581546
2012,148,4,TADVI KANUBHAI MOHANBHAI,BSP,3332,NANDOD,2.1,0.72,86.27581546
2012,148,5,VASAVA MAHESHBHAI SARADBHAI,JD(U),2194,NANDOD,1.38,0.09,86.27581546
2012,148,6,TADVI VIJAYKUMAR NARANBHAI,IND,2057,NANDOD,1.3,0.26,86.27581546
2012,148,7,TADVI SHANTILAL KALABHAI,GPP,1652,NANDOD,1.04,0.08,86.27581546
2012,148,8,VALVI RAJESHBHAI GOVINDBHAI,IND,1523,NANDOD,0.96,0.51,86.27581546
2012,148,9,TADVI RAMDASBHAI KANTIBHAI,SP,714,NANDOD,0.45,0,86.27581546
2012,149,1,MOTILAL PUNIABHAI VASAVA,BJP,56471,DEDIAPADA,37.05,1.68,92.90738138
2012,149,2,AMARSINH RAMSINH VASAVA,INC,53916,DEDIAPADA,35.37,22.18,92.90738138
2012,149,3,MAHESHBHAI CHHOTUBHAI VASAVA,JD(U),20109,DEDIAPADA,13.19,6.49,92.90738138
2012,149,4,SURESHBHAI CHHANUBHAI VASAVA,IND,10212,DEDIAPADA,6.7,5.21,92.90738138
2012,149,5,MANSINGBHAI KALIABHAI VASAVA,IND,2270,DEDIAPADA,1.49,0.1,92.90738138
2012,149,6,FATESING CHANDRASINH VASAVA,BSP,2124,DEDIAPADA,1.39,0.07,92.90738138
2012,149,7,RAJENDRASINH GUMANSINH DESHMUKH,IND,2024,DEDIAPADA,1.33,0.08,92.90738138
2012,149,8,SAMSINGBHAI DAMJIBHAI VASAVA,GPP,1909,DEDIAPADA,1.25,0.11,92.90738138
2012,149,9,JASHUBHAI GOVALBHAI TADAVI,IND,1738,DEDIAPADA,1.14,0.06,92.90738138
2012,149,10,JERAMABHAI VESTABHAI VASAVA,SP,1649,DEDIAPADA,1.08,0,92.90738138
2012,150,1,CHHATRASINHJI PUJABHAI MORI,BJP,74864,JAMBUSAR,51.59,12.91,79.85917478
2012,150,2,MAKWANA KIRANKUMAR LAXMANBHAI,INC,56134,JAMBUSAR,38.68,32.67,79.85917478
2012,150,3,MIDI USMANBHAI MUSABHAI,IND,8727,JAMBUSAR,6.01,5.01,79.85917478
2012,150,4,MANILAL BHOGILAL PANDYA (M.B. PANDYA),JD(U),1462,JAMBUSAR,1.01,0.06,79.85917478
2012,150,5,DIPAKKUMAR VASANBHAI PATEL,IND,1376,JAMBUSAR,0.95,0.22,79.85917478
2012,150,6,RANA UPENDRASINH PRATAPSINH,BSP,1051,JAMBUSAR,0.72,0.01,79.85917478
2012,150,7,KAMLESHBHAI MANUBHAI PATEL,GPP,1035,JAMBUSAR,0.71,0.39,79.85917478
2012,150,8,BHATTI IQBAL ISMAIL,LJP,468,JAMBUSAR,0.32,0,79.85917478
2012,151,1,ARUNSINH AJITSINH RANA,BJP,68512,VAGRA,51.17,10.69,100
2012,151,2,IQBAL IBRAHIM PATEL,INC,54194,VAGRA,40.47,37.72,100
2012,151,3,SAPA RAFIKBHAI SULEMANBHAI,IND,3680,VAGRA,2.75,1.17,100
2012,151,4,ALTAF GAFURBHAI PATEL,JD(U),2119,VAGRA,1.58,0.11,100
2012,151,5,JASHWANTBHAI JITSANGBHAI GOHIL,GPP,1974,VAGRA,1.47,0.41,100
2012,151,6,ARUNSINH KARANSINH CHAUHAN,BSP,1419,VAGRA,1.06,0.41,100
2012,151,7,HAIDARALI YAKUB PATEL,SP,868,VAGRA,0.65,0.09,100
2012,151,8,SABBIR VALLI BHURA,IND,746,VAGRA,0.56,0.27,100
2012,151,9,RANA GAJANFARALI MANSINHJI (DADA),LJP,391,VAGRA,0.29,0,100
2012,152,1,VASAVA CHHOTUBHAI AMARASINHBHAI,JD(U),66622,JHAGADIA,39.16,7.82,99.67
2012,152,2,VASAVA BALUBHAI CHHOTUBHAI,INC,53318,JHAGADIA,31.34,9.9,99.67
2012,152,3,VASAVA NARENDRABHAI GAMBHIRSINH,BJP,36473,JHAGADIA,21.44,16.71,99.67
2012,152,4,VASAVA RAKESHKUMAR CHANDUBHAI,GPP,8056,JHAGADIA,4.74,1.42,99.67
2012,152,5,VASAVA THAKORBHAI DIVELIYABHAI,BSP,5641,JHAGADIA,3.32,0,99.67
2012,153,1,DUSHYANTBHAI RAJNIKANT PATEL,BJP,92219,BHARUCH,59.5,23.99,15.1083359
2012,153,2,SANDIP MANGROLA,INC,55029,BHARUCH,35.5,33.67,15.1083359
2012,153,3,SNEHI MANHARBHAI CHHAGANBHAI,IND,2835,BHARUCH,1.83,1.16,15.1083359
2012,153,4,CHAUHAN GAJUBHAI AMRUTLAL,GPP,1032,BHARUCH,0.67,0.06,15.1083359
2012,153,5,VASAVA ANANDKUMAR SARVARSINH,BSP,945,BHARUCH,0.61,0.16,15.1083359
2012,153,6,VASAVA SHAILESH CHIMANBHAI,JD(U),695,BHARUCH,0.45,0.01,15.1083359
2012,153,7,BHAGATSINH JESINGBHAI VASAVA,IND,684,BHARUCH,0.44,0.08,15.1083359
2012,153,8,GOHIL HEMANTKUMAR JERAMBHAI,IND,557,BHARUCH,0.36,0.11,15.1083359
2012,153,9,KHODA RAFIQ IBRAHIM,IND,386,BHARUCH,0.25,0.04,15.1083359
2012,153,10,RATHOD  DHARMANARAYAN LALARAM,RKSP,323,BHARUCH,0.21,0.02,15.1083359
2012,153,11,CHHITUBHAI JIVANBHAI PARMAR,LJP,290,BHARUCH,0.19,0,15.1083359
2012,154,1,ISHWARSINH THAKORBHAI PATEL,BJP,82645,ANKLESHWAR,57.69,21.95,47.45314223
2012,154,2,MAGANBHAI BALUBHAI PATEL (MASTER),INC,51202,ANKLESHWAR,35.74,33.41,47.45314223
2012,154,3,MAHETA CHIRAGKUMAR BHARATKUMAR,IND,3341,ANKLESHWAR,2.33,0.81,47.45314223
2012,154,4,VASAVA MAHINDERSHING BALDEVSHING,JD(U),2181,ANKLESHWAR,1.52,0.68,47.45314223
2012,154,5,JASHWANTBHAI PARSOTTAMBHAI PATEL,IND,1209,ANKLESHWAR,0.84,0.16,47.45314223
2012,154,6,MAKWANA MANUBHAI AALJIBHAI,BSP,974,ANKLESHWAR,0.68,0.19,47.45314223
2012,154,7,BHUVA RAJNIKANT (PATEL),GPP,705,ANKLESHWAR,0.49,0.06,47.45314223
2012,154,8,NITIN ISHWARLAL VAKIL,IND,614,ANKLESHWAR,0.43,0.16,47.45314223
2012,154,9,KOLA AJAYBHAI NARSINHBHAI,IND,385,ANKLESHWAR,0.27,0,47.45314223
2012,155,1,MUKESHBHAI ZINABHAI PATEL,BJP,106805,OLPAD,55.6,19.29,38.40331854
2012,155,2,JAYESHKUMAR SHANKARBHAI PATEL,INC,69747,OLPAD,36.31,33.68,38.40331854
2012,155,3,SHANTILAL BECHARBHAI PATEL,GPP,5040,OLPAD,2.62,0.63,38.40331854
2012,155,4,VALA DILUBHAI  VALKUBHAI,IND,3836,OLPAD,2,1.09,38.40331854
2012,155,5,MASTER ARUN HORILAL,BSP,1740,OLPAD,0.91,0.15,38.40331854
2012,155,6,MUSTAK ABBAS PATEL,IND,1456,OLPAD,0.76,0.38,38.40331854
2012,155,7,JAGDEV PRAFULBHAI SHYAMRAV,RPI(A),728,OLPAD,0.38,0.09,38.40331854
2012,155,8,PRADHAN PITAMBAR TRINATH,IND,556,OLPAD,0.29,0.05,38.40331854
2012,155,9,SHINDE JITENDRA MOHANBHAI,IF,461,OLPAD,0.24,0.04,38.40331854
2012,155,10,DR. HASMUKHBHAI BHIKHUBHAI BUTANI,YuS,389,OLPAD,0.2,0.01,38.40331854
2012,155,11,PATHAN FAKIRYASIN JOMANBHAI,IND,366,OLPAD,0.19,0,38.40331854
2012,155,12,KAPDIYA MOHMAD IRFAN GULAM MOHMAD,LJP,360,OLPAD,0.19,0,38.40331854
2012,155,13,MAHYAVANSHI NATVARBHAI DAHYABHAI,JD(U),354,OLPAD,0.18,0.05,38.40331854
2012,155,14,NAGMAL BHADRESHBHAI PRABHAKARBHAI,IND,262,OLPAD,0.14,0,38.40331854
2012,156,1,VASAVA GANPATSINH VESTABHAI,BJP,79255,MANGROL,56.48,22.17,84.47419025
2012,156,2,CHAUDHARY TEJASBHAI AMARSINHBHAI,INC,48149,MANGROL,34.31,28.17,84.47419025
2012,156,3,VASAVA JAGATSINH LALJIBHAI,IND,8615,MANGROL,6.14,4.55,84.47419025
2012,156,4,VASAVA UTTAMBHAI SOMABHAI,JD(U),2224,MANGROL,1.58,0.1,84.47419025
2012,156,5,RAMESHBHAI SONJIBHAI KATHUDIA,GPP,2084,MANGROL,1.49,0,84.47419025
2012,157,1,VASAVA PRABUBHAI NAGARBHAI,INC,83298,MANDVI,49.81,14.59,89.68669522
2012,157,2,VASAVA HEMALATABEN MAHESHBHAI,BJP,58904,MANDVI,35.22,27.53,89.68669522
2012,157,3,CHAUDHARI KAMLESHBHAI PRABHUBHAI,JD(U),12866,MANDVI,7.69,5.17,89.68669522
2012,157,4,VASAVA PRAVEENBHAI KHANSINGBHAI,IND,4213,MANDVI,2.52,0.19,89.68669522
2012,157,5,GAMIT MANILAL KHALPABHAI,BSP,3903,MANDVI,2.33,1.11,89.68669522
2012,157,6,VIMALESHBHAI VINODBHAI PATEL,GPP,2046,MANDVI,1.22,0.02,89.68669522
2012,157,7,CHAUDHARI NITABEN CHHAGANBHAI,IF,2018,MANDVI,1.21,0,89.68669522
2012,158,1,PANSHERIYA PRAFULBHAI CHHAGANBHAI,BJP,126032,KAMREJ,57.32,27.91,57.96845939
2012,158,2,BHAGIRATHBHAI MANUBHAI PITHAVDIWALA,INC,64661,KAMREJ,29.41,20.11,57.96845939
2012,158,3,CHOVATIYA DALSUKHBHAI KESHVJIBHAI,GPP,20445,KAMREJ,9.3,8.32,57.96845939
2012,158,4,PARMAR SATISHBHAI HARIBHAI,BSP,2141,KAMREJ,0.97,0.05,57.96845939
2012,158,5,BOGHANI PARSOTAMBHAI (PARESHBHAI) HAKUBHAI,SP,2038,KAMREJ,0.93,0.15,57.96845939
2012,158,6,BRAHMKSTRIYA BHAGVATIBEN KHETSINHBHAI,IND,1715,KAMREJ,0.78,0.03,57.96845939
2012,158,7,GUMANSINH MAKABHAI CHAUDHARI,JD(U),1652,KAMREJ,0.75,0.21,57.96845939
2012,158,8,DILIPKUMAR SOMABHAI PATEL,IND,1193,KAMREJ,0.54,0,57.96845939
2012,159,1,GILITWALA RANJITBHAI MANGUBHAI,BJP,72649,SURAT EAST,53.39,11.6,0
2012,159,2,PIRZADA KADIR KAYAMUDIN,INC,56860,SURAT EAST,41.78,40.21,0
2012,159,3,RANA DIPAK KASHIRAM,GPP,2136,SURAT EAST,1.57,0.94,0
2012,159,4,SARIYA  SURESHBHAI  DAHYABHAI,IND,862,SURAT EAST,0.63,0.15,0
2012,159,5,GILITWALA MANISH NATVARLAL,IND,659,SURAT EAST,0.48,0.1,0
2012,159,6,MULLA FARIDABIBI ABDUL REHMAN,IF,522,SURAT EAST,0.38,0.01,0
2012,159,7,SHAIKH IKBAL YUSUF,IND,506,SURAT EAST,0.37,0.06,0
2012,159,8,NIRBAN SHABBIRBHAI YASINBHAI,BSP,425,SURAT EAST,0.31,0.08,0
2012,159,9,MAISURIYA HITESHKUMAR DHANSUKHBHAI,IND,314,SURAT EAST,0.23,0.05,0
2012,159,10,VAKHARIYA KANCHANLAL KHUSHALLAL,IND,245,SURAT EAST,0.18,0.04,0
2012,159,11,SHAH  SUNILKUMAR RASIKLAL,IND,196,SURAT EAST,0.14,0.02,0
